id_transakcji,Data,Rodzaj transakcji,koszt,id_wizyty jeśli wizyta
4402,2020-12-12,badanie krwi,60,5033
4403,2020-12-12,EKG,80,5034
4404,2020-12-12,kontrolna,40,5035
4405,2020-12-12,szczepienie,30,5036
4406,2020-12-13,kroplówka witaminowa,50,5037
4407,2020-12-13,wydanie paszportu,100,5040
4408,2020-12-14,EKG,80,5043
4409,2020-12-14,testy alergiczne,150,5044
4410,2020-12-14,antykoncepcja,150,5045
4411,2020-12-14,RTG,80,5046
4412,2020-12-14,eutanazja,200,5047
4413,2020-12-14,Kompleksowy zestaw badań,250,5048
4414,2020-12-14,zabieg chirurgiczny drobny,100,5049
4415,2020-12-14,konsultacja chirurgiczna,40,5050
4416,2020-12-14,operacja pod narkozą,450,5051
4417,2020-12-14,konsultacja chirurgiczna,40,5052
4418,2020-12-14,konsultacja chirurgiczna,40,5053
4419,2020-12-14,zabieg chirurgii wewnętrznej,300,5054
4420,2020-12-14,zabieg okulistyczny,200,5055
4421,2020-12-14,konsultacja chirurgiczna,40,5056
4422,2020-12-14,zabieg okulistyczny,200,5057
4423,2020-12-15,kontrolna,40,5058
4424,2020-12-15,antykoncepcja,150,5059
4425,2020-12-15,badanie krwi,60,5060
4426,2020-12-15,zabieg higieniczy duży,80,5061
4427,2020-12-15,kontrolna,40,5062
4428,2020-12-15,USG,100,5063
4429,2020-12-15,wydanie paszportu,100,5064
4430,2020-12-15,testy alergiczne,150,5065
4431,2020-12-15,kontrolna,40,5066
4432,2020-12-15,szczepienie,30,5070
4433,2020-12-15,badanie krwi,60,5071
4434,2020-12-15,zabieg higieniczny drobny,50,5072
4435,2020-12-15,konsultacja chirurgiczna,40,5073
4436,2020-12-15,operacja w znieczuleniu częściowym,400,5075
4437,2020-12-15,zabieg chirurgiczny drobny,100,5077
4438,2020-12-15,zabieg okulistyczny,200,5078
4439,2020-12-16,Kompleksowy zestaw badań,250,5079
4440,2020-12-16,zabieg ortopedyczny,200,5081
4441,2020-12-16,EKG,80,5082
4442,2020-12-16,USG,100,5083
4443,2020-12-16,kontrolna,40,5084
4444,2020-12-16,kontrolna,40,5085
4445,2020-12-16,chipowanie,60,5086
4446,2020-12-16,EKG,80,5087
4447,2020-12-16,zabieg higieniczy duży,80,5088
4448,2020-12-16,eutanazja,200,5089
4449,2020-12-16,zabieg higieniczny drobny,50,5091
4450,2020-12-16,zabieg chirurgiczny drobny,100,5092
4451,2020-12-16,operacja pod narkozą,450,5093
4452,2020-12-16,zabieg chirurgiczny drobny,100,5094
4453,2020-12-16,operacja pod narkozą,450,5095
4454,2020-12-17,badanie krwi,60,5097
4455,2020-12-17,badanie krwi,60,5098
4456,2020-12-17,antykoncepcja,150,5099
4457,2020-12-17,testy alergiczne,150,5100
4458,2020-12-17,badanie krwi,60,5102
4459,2020-12-17,antykoncepcja,150,5103
4460,2020-12-17,zabieg ortopedyczny,200,5106
4461,2020-12-17,testy alergiczne,150,5107
4462,2020-12-17,USG,100,5108
4463,2020-12-17,eutanazja,200,5109
4464,2020-12-17,USG,100,5110
4465,2020-12-17,wydanie paszportu,100,5111
4466,2020-12-17,wydanie paszportu,100,5112
4467,2020-12-17,wydanie paszportu,100,5113
4468,2020-12-17,RTG,80,5114
4469,2020-12-17,testy alergiczne,150,5115
4470,2020-12-17,kroplówka witaminowa,50,5116
4471,2020-12-17,USG,100,5117
4472,2020-12-17,EKG,80,5118
4473,2020-12-17,zabieg chrurgii zewnętrznej,300,5119
4474,2020-12-17,zabieg chirurgiczny drobny,100,5120
4475,2020-12-17,konsultacja chirurgiczna,40,5121
4476,2020-12-17,operacja w znieczuleniu częściowym,400,5122
4477,2020-12-17,zabieg chirurgiczny drobny,100,5123
4478,2020-12-17,zabieg okulistyczny,200,5124
4479,2020-12-17,zabieg okulistyczny,200,5125
4480,2020-12-18,kroplówka witaminowa,50,5126
4481,2020-12-18,Kompleksowy zestaw badań,250,5127
4482,2020-12-18,USG,100,5129
4483,2020-12-18,zabieg ortopedyczny,200,5130
4484,2020-12-18,badanie krwi,60,5131
4485,2020-12-18,zabieg higieniczy duży,80,5132
4486,2020-12-18,eutanazja,200,5133
4487,2020-12-18,USG,100,5134
4488,2020-12-19,kontrolna,40,5135
4489,2020-12-19,testy alergiczne,150,5136
4490,2020-12-19,wydanie paszportu,100,5137
4491,2020-12-19,EKG,80,5138
4492,2020-12-20,Kompleksowy zestaw badań,250,5140
4493,2020-12-21,eutanazja,200,5141
4494,2020-12-21,EKG,80,5142
4495,2020-12-21,Kompleksowy zestaw badań,250,5143
4496,2020-12-21,zabieg higieniczy duży,80,5145
4497,2020-12-21,kontrolna,40,5146
4498,2020-12-21,zabieg higieniczny drobny,50,5147
4499,2020-12-21,szczepienie,30,5148
4500,2020-12-21,konsultacja chirurgiczna,40,5149
4501,2020-12-21,operacja pod narkozą,450,5152
4502,2020-12-22,badanie krwi,60,5153
4503,2020-12-22,antykoncepcja,150,5154
4504,2020-12-22,kontrolna,40,5155
4505,2020-12-22,kroplówka witaminowa,50,5156
4506,2020-12-22,zabieg higieniczny drobny,50,5157
4507,2020-12-22,zabieg higieniczy duży,80,5158
4508,2020-12-22,RTG,80,5159
4509,2020-12-22,zabieg ortopedyczny,200,5160
4510,2020-12-22,badanie krwi,60,5161
4511,2020-12-22,USG,100,5163
4512,2020-12-22,antykoncepcja,150,5164
4513,2020-12-22,zabieg ortopedyczny,200,5165
4514,2020-12-22,badanie krwi,60,5166
4515,2020-12-22,USG,100,5167
4516,2020-12-22,wydanie paszportu,100,5168
4517,2020-12-22,chipowanie,60,5172
4518,2020-12-22,zabieg chirurgiczny drobny,100,5174
4519,2020-12-22,operacja pod narkozą,450,5176
4520,2020-12-22,zabieg chirurgiczny drobny,100,5178
4521,2020-12-22,konsultacja chirurgiczna,40,5180
4522,2020-12-23,USG,100,5181
4523,2020-12-23,zabieg ortopedyczny,200,5182
4524,2020-12-23,USG,100,5183
4525,2020-12-23,chipowanie,60,5184
4526,2020-12-23,zabieg ortopedyczny,200,5185
4527,2020-12-23,Kompleksowy zestaw badań,250,5186
4528,2020-12-23,szczepienie,30,5187
4529,2020-12-23,RTG,80,5188
4530,2020-12-23,chipowanie,60,5189
4531,2020-12-23,szczepienie,30,5190
4532,2020-12-23,RTG,80,5191
4533,2020-12-23,zabieg higieniczny drobny,50,5192
4534,2020-12-23,zabieg ortopedyczny,200,5193
4535,2020-12-23,eutanazja,200,5194
4536,2020-12-23,kroplówka witaminowa,50,5196
4537,2020-12-23,USG,100,5197
4538,2020-12-23,EKG,80,5198
4539,2020-12-23,zabieg chrurgii zewnętrznej,300,5199
4540,2020-12-23,zabieg chirurgii wewnętrznej,300,5201
4541,2020-12-23,zabieg chrurgii zewnętrznej,300,5202
4542,2020-12-23,konsultacja chirurgiczna,40,5203
4543,2020-12-23,zabieg chrurgii zewnętrznej,300,5204
4544,2020-12-23,konsultacja chirurgiczna,40,5205
4545,2020-12-23,zabieg chirurgii wewnętrznej,300,5206
4546,2020-12-24,zabieg higieniczy duży,80,5207
4547,2020-12-24,testy alergiczne,150,5208
4548,2020-12-24,USG,100,5209
4549,2020-12-24,wydanie paszportu,100,5210
4550,2020-12-24,badanie krwi,60,5211
4551,2020-12-24,USG,100,5213
4552,2020-12-24,badanie krwi,60,5215
4553,2020-12-24,zabieg higieniczny drobny,50,5216
4554,2020-12-24,kontrolna,40,5217
4555,2020-12-24,testy alergiczne,150,5218
4556,2020-12-24,wydanie paszportu,100,5219
4557,2020-12-24,wydanie paszportu,100,5220
4558,2020-12-24,RTG,80,5222
4559,2020-12-24,kroplówka witaminowa,50,5223
4560,2020-12-24,zabieg ortopedyczny,200,5224
4561,2020-12-24,EKG,80,5225
4562,2020-12-24,RTG,80,5226
4563,2020-12-24,kroplówka witaminowa,50,5227
4564,2020-12-24,RTG,80,5228
4565,2020-12-24,konsultacja chirurgiczna,40,5229
4566,2020-12-24,zabieg chirurgii wewnętrznej,300,5230
4567,2020-12-24,zabieg chrurgii zewnętrznej,300,5231
4568,2020-12-24,konsultacja chirurgiczna,40,5232
4569,2020-12-24,konsultacja chirurgiczna,40,5233
4570,2020-12-24,zabieg chirurgiczny drobny,100,5234
4571,2020-12-24,zabieg chrurgii zewnętrznej,300,5235
4572,2020-12-24,zabieg chirurgiczny drobny,100,5236
4573,2020-12-24,zabieg chirurgiczny drobny,100,5237
4574,2020-12-24,zabieg okulistyczny,200,5238
4575,2020-12-24,zabieg chirurgiczny drobny,100,5239
4576,2020-12-24,zabieg okulistyczny,200,5240
4577,2020-12-25,szczepienie,30,5242
4578,2020-12-25,zabieg higieniczy duży,80,5243
4579,2020-12-25,USG,100,5245
4580,2020-12-25,zabieg ortopedyczny,200,5246
4581,2020-12-25,RTG,80,5247
4582,2020-12-25,kroplówka witaminowa,50,5249
4583,2020-12-25,kontrolna,40,5250
4584,2020-12-25,Kompleksowy zestaw badań,250,5251
4585,2020-12-25,kontrolna,40,5252
4586,2020-12-26,zabieg higieniczny drobny,50,5253
4587,2020-12-26,zabieg higieniczny drobny,50,5254
4588,2020-12-26,testy alergiczne,150,5255
4589,2020-12-26,zabieg higieniczy duży,80,5257
4590,2020-12-27,zabieg higieniczy duży,80,5258
4591,2020-12-27,testy alergiczne,150,5261
4592,2020-12-28,USG,100,5263
4593,2020-12-28,wydanie paszportu,100,5264
4594,2020-12-28,chipowanie,60,5265
4595,2020-12-28,chipowanie,60,5266
4596,2020-12-28,zabieg ortopedyczny,200,5267
4597,2020-12-28,chipowanie,60,5268
4598,2020-12-28,zabieg ortopedyczny,200,5271
4599,2020-12-28,zabieg chirurgii wewnętrznej,300,5272
4600,2020-12-28,operacja pod narkozą,450,5273
4601,2020-12-28,konsultacja chirurgiczna,40,5274
4602,2020-12-28,konsultacja chirurgiczna,40,5275
4603,2020-12-28,konsultacja chirurgiczna,40,5276
4604,2020-12-28,konsultacja chirurgiczna,40,5278
4605,2020-12-28,konsultacja chirurgiczna,40,5279
4606,2020-12-29,antykoncepcja,150,5280
4607,2020-12-29,badanie krwi,60,5281
4608,2020-12-29,zabieg higieniczny drobny,50,5282
4609,2020-12-29,testy alergiczne,150,5283
4610,2020-12-29,zabieg higieniczy duży,80,5284
4611,2020-12-29,Kompleksowy zestaw badań,250,5286
4612,2020-12-29,RTG,80,5287
4613,2020-12-29,szczepienie,30,5288
4614,2020-12-29,Kompleksowy zestaw badań,250,5289
4615,2020-12-29,antykoncepcja,150,5290
4616,2020-12-29,zabieg chrurgii zewnętrznej,300,5291
4617,2020-12-29,konsultacja chirurgiczna,40,5292
4618,2020-12-29,zabieg chirurgii wewnętrznej,300,5293
4619,2020-12-29,zabieg chirurgiczny drobny,100,5295
4620,2020-12-29,zabieg chirurgiczny drobny,100,5296
4621,2020-12-29,konsultacja chirurgiczna,40,5297
4622,2020-12-29,konsultacja chirurgiczna,40,5298
4623,2020-12-30,szczepienie,30,5300
4624,2020-12-30,eutanazja,200,5301
4625,2020-12-30,szczepienie,30,5302
4626,2020-12-30,zabieg higieniczny drobny,50,5305
4627,2020-12-30,Kompleksowy zestaw badań,250,5306
4628,2020-12-30,zabieg higieniczy duży,80,5307
4629,2020-12-30,wydanie paszportu,100,5308
4630,2020-12-30,zabieg higieniczy duży,80,5309
4631,2020-12-30,zabieg chirurgiczny drobny,100,5311
4632,2020-12-30,zabieg okulistyczny,200,5312
4633,2020-12-30,konsultacja chirurgiczna,40,5313
4634,2020-12-30,konsultacja chirurgiczna,40,5315
4635,2020-12-30,zabieg chirurgiczny drobny,100,5316
4636,2020-12-31,chipowanie,60,5317
4637,2020-12-31,chipowanie,60,5318
4638,2020-12-31,chipowanie,60,5319
4639,2020-12-31,zabieg higieniczny drobny,50,5321
4640,2020-12-31,kroplówka witaminowa,50,5323
4641,2020-12-31,zabieg higieniczny drobny,50,5324
4642,2020-12-31,testy alergiczne,150,5325
4643,2020-12-31,zabieg higieniczy duży,80,5326
4644,2020-12-31,wydanie paszportu,100,5327
4645,2020-12-31,badanie krwi,60,5329
4646,2020-12-31,kroplówka witaminowa,50,5331
4647,2020-12-31,testy alergiczne,150,5332
4648,2020-12-31,testy alergiczne,150,5333
4649,2020-12-31,antykoncepcja,150,5335
4650,2020-12-31,USG,100,5336
4651,2020-12-31,antykoncepcja,150,5337
4652,2020-12-31,eutanazja,200,5338
4653,2020-12-31,operacja pod narkozą,450,5339
4654,2020-12-31,konsultacja chirurgiczna,40,5340
4655,2020-12-31,operacja pod narkozą,450,5341
4656,2020-12-31,zabieg chirurgiczny drobny,100,5342
4657,2020-12-31,zabieg chirurgiczny drobny,100,5343
4658,2020-12-31,operacja w znieczuleniu częściowym,400,5344
4659,2020-12-31,konsultacja chirurgiczna,40,5345
4660,2020-12-31,operacja w znieczuleniu częściowym,400,5347
4661,2021-01-01,wydanie paszportu,100,5348
4662,2021-01-01,kroplówka witaminowa,50,5349
4663,2021-01-01,USG,100,5350
4664,2021-01-01,EKG,80,5351
4665,2021-01-01,USG,100,5352
4666,2021-01-01,Kompleksowy zestaw badań,250,5353
4667,2021-01-01,Kompleksowy zestaw badań,250,5354
4668,2021-01-01,czynsz,-4500,
4669,2021-01-01,firma sprzątająca,-2800,
4670,2021-01-01,opłaty,-900,
4671,2021-01-01,biuro rachunkowe,-500,
4672,2021-01-01,opłaty bankowe,-140,
4673,2021-01-01,pensje dla pracowników,-20460,
4674,2021-01-02,USG,100,5355
4675,2021-01-02,RTG,80,5356
4676,2021-01-02,EKG,80,5357
4677,2021-01-02,zabieg higieniczny drobny,50,5358
4678,2021-01-02,zabieg higieniczy duży,80,5359
4679,2021-01-02,testy alergiczne,150,5360
4680,2021-01-03,eutanazja,200,5361
4681,2021-01-03,EKG,80,5362
4682,2021-01-04,RTG,80,5363
4683,2021-01-04,eutanazja,200,5364
4684,2021-01-04,zabieg ortopedyczny,200,5365
4685,2021-01-04,Kompleksowy zestaw badań,250,5366
4686,2021-01-04,zabieg chirurgiczny drobny,100,5368
4687,2021-01-04,zabieg chirurgiczny drobny,100,5370
4688,2021-01-04,zabieg okulistyczny,200,5371
4689,2021-01-04,zabieg chrurgii zewnętrznej,300,5372
4690,2021-01-04,zabieg chirurgiczny drobny,100,5373
4691,2021-01-04,zabieg chirurgii wewnętrznej,300,5374
4692,2021-01-05,USG,100,5375
4693,2021-01-05,chipowanie,60,5376
4694,2021-01-05,badanie krwi,60,5377
4695,2021-01-05,testy alergiczne,150,5378
4696,2021-01-05,wydanie paszportu,100,5380
4697,2021-01-05,chipowanie,60,5381
4698,2021-01-05,EKG,80,5382
4699,2021-01-05,Kompleksowy zestaw badań,250,5383
4700,2021-01-05,RTG,80,5384
4701,2021-01-05,zabieg higieniczy duży,80,5385
4702,2021-01-05,USG,100,5386
4703,2021-01-05,EKG,80,5387
4704,2021-01-05,testy alergiczne,150,5388
4705,2021-01-05,zabieg chirurgiczny drobny,100,5389
4706,2021-01-05,konsultacja chirurgiczna,40,5390
4707,2021-01-05,konsultacja chirurgiczna,40,5391
4708,2021-01-05,konsultacja chirurgiczna,40,5392
4709,2021-01-05,zabieg chrurgii zewnętrznej,300,5393
4710,2021-01-05,zabieg chirurgiczny drobny,100,5394
4711,2021-01-05,konsultacja chirurgiczna,40,5395
4712,2021-01-05,zabieg chrurgii zewnętrznej,300,5396
4713,2021-01-06,badanie krwi,60,5397
4714,2021-01-06,EKG,80,5398
4715,2021-01-06,USG,100,5399
4716,2021-01-06,kontrolna,40,5400
4717,2021-01-06,szczepienie,30,5401
4718,2021-01-06,kontrolna,40,5402
4719,2021-01-06,wydanie paszportu,100,5403
4720,2021-01-06,zabieg ortopedyczny,200,5404
4721,2021-01-06,chipowanie,60,5405
4722,2021-01-06,EKG,80,5408
4723,2021-01-06,USG,100,5409
4724,2021-01-06,zabieg higieniczny drobny,50,5410
4725,2021-01-06,badanie krwi,60,5412
4726,2021-01-06,testy alergiczne,150,5414
4727,2021-01-06,badanie krwi,60,5415
4728,2021-01-06,RTG,80,5416
4729,2021-01-06,eutanazja,200,5417
4730,2021-01-06,zabieg chirurgiczny drobny,100,5418
4731,2021-01-06,operacja w znieczuleniu częściowym,400,5419
4732,2021-01-06,operacja pod narkozą,450,5420
4733,2021-01-06,zabieg chirurgiczny drobny,100,5421
4734,2021-01-06,zabieg chirurgiczny drobny,100,5422
4735,2021-01-07,antykoncepcja,150,5423
4736,2021-01-07,USG,100,5424
4737,2021-01-07,zabieg higieniczy duży,80,5425
4738,2021-01-07,badanie krwi,60,5426
4739,2021-01-07,badanie krwi,60,5427
4740,2021-01-07,USG,100,5428
4741,2021-01-07,kontrolna,40,5429
4742,2021-01-07,badanie krwi,60,5430
4743,2021-01-07,testy alergiczne,150,5431
4744,2021-01-07,zabieg higieniczny drobny,50,5432
4745,2021-01-07,kontrolna,40,5434
4746,2021-01-07,antykoncepcja,150,5436
4747,2021-01-07,antykoncepcja,150,5437
4748,2021-01-07,chipowanie,60,5438
4749,2021-01-07,eutanazja,200,5439
4750,2021-01-07,szczepienie,30,5440
4751,2021-01-07,zabieg chirurgiczny drobny,100,5441
4752,2021-01-07,zabieg chirurgiczny drobny,100,5442
4753,2021-01-07,operacja pod narkozą,450,5443
4754,2021-01-07,operacja pod narkozą,450,5444
4755,2021-01-07,konsultacja chirurgiczna,40,5445
4756,2021-01-07,zabieg chirurgiczny drobny,100,5446
4757,2021-01-07,konsultacja chirurgiczna,40,5447
4758,2021-01-07,zabieg okulistyczny,200,5448
4759,2021-01-07,zabieg okulistyczny,200,5449
4760,2021-01-08,EKG,80,5451
4761,2021-01-08,wydanie paszportu,100,5452
4762,2021-01-08,chipowanie,60,5453
4763,2021-01-08,zabieg ortopedyczny,200,5454
4764,2021-01-08,Kompleksowy zestaw badań,250,5455
4765,2021-01-08,szczepienie,30,5456
4766,2021-01-08,zabieg ortopedyczny,200,5457
4767,2021-01-09,antykoncepcja,150,5458
4768,2021-01-09,zabieg higieniczny drobny,50,5460
4769,2021-01-09,eutanazja,200,5461
4770,2021-01-09,badanie krwi,60,5462
4771,2021-01-09,szczepienie,30,5463
4772,2021-01-10,USG,100,5464
4773,2021-01-10,szczepienie,30,5465
4774,2021-01-10,testy alergiczne,150,5467
4775,2021-01-11,kontrolna,40,5469
4776,2021-01-11,antykoncepcja,150,5470
4777,2021-01-11,USG,100,5471
4778,2021-01-11,testy alergiczne,150,5472
4779,2021-01-11,kontrolna,40,5473
4780,2021-01-11,zabieg higieniczny drobny,50,5474
4781,2021-01-11,konsultacja chirurgiczna,40,5476
4782,2021-01-11,konsultacja chirurgiczna,40,5477
4783,2021-01-11,zabieg chirurgiczny drobny,100,5478
4784,2021-01-11,operacja w znieczuleniu częściowym,400,5479
4785,2021-01-11,konsultacja chirurgiczna,40,5480
4786,2021-01-11,zabieg chirurgii wewnętrznej,300,5481
4787,2021-01-11,zabieg chrurgii zewnętrznej,300,5482
4788,2021-01-11,operacja w znieczuleniu częściowym,400,5483
4789,2021-01-12,kontrolna,40,5484
4790,2021-01-12,szczepienie,30,5485
4791,2021-01-12,USG,100,5486
4792,2021-01-12,kontrolna,40,5488
4793,2021-01-12,zabieg higieniczy duży,80,5489
4794,2021-01-12,EKG,80,5490
4795,2021-01-12,EKG,80,5491
4796,2021-01-12,USG,100,5492
4797,2021-01-12,kroplówka witaminowa,50,5493
4798,2021-01-12,szczepienie,30,5494
4799,2021-01-12,RTG,80,5495
4800,2021-01-12,USG,100,5496
4801,2021-01-12,chipowanie,60,5498
4802,2021-01-12,Kompleksowy zestaw badań,250,5499
4803,2021-01-12,badanie krwi,60,5500
4804,2021-01-12,kontrolna,40,5501
4805,2021-01-12,testy alergiczne,150,5502
4806,2021-01-12,RTG,80,5504
4807,2021-01-12,zabieg higieniczy duży,80,5507
4808,2021-01-12,chipowanie,60,5508
4809,2021-01-12,zabieg chirurgiczny drobny,100,5509
4810,2021-01-12,konsultacja chirurgiczna,40,5511
4811,2021-01-12,zabieg chirurgii wewnętrznej,300,5513
4812,2021-01-13,zabieg higieniczny drobny,50,5518
4813,2021-01-13,chipowanie,60,5520
4814,2021-01-13,szczepienie,30,5521
4815,2021-01-13,zabieg higieniczny drobny,50,5523
4816,2021-01-13,kontrolna,40,5525
4817,2021-01-13,antykoncepcja,150,5527
4818,2021-01-13,EKG,80,5528
4819,2021-01-13,badanie krwi,60,5531
4820,2021-01-13,kroplówka witaminowa,50,5532
4821,2021-01-13,testy alergiczne,150,5534
4822,2021-01-13,operacja pod narkozą,450,5535
4823,2021-01-13,konsultacja chirurgiczna,40,5536
4824,2021-01-13,konsultacja chirurgiczna,40,5537
4825,2021-01-13,zabieg chirurgiczny drobny,100,5538
4826,2021-01-13,konsultacja chirurgiczna,40,5539
4827,2021-01-13,konsultacja chirurgiczna,40,5541
4828,2021-01-13,zabieg chirurgii wewnętrznej,300,5543
4829,2021-01-14,chipowanie,60,5545
4830,2021-01-14,chipowanie,60,5546
4831,2021-01-14,zabieg higieniczy duży,80,5547
4832,2021-01-14,szczepienie,30,5548
4833,2021-01-14,USG,100,5549
4834,2021-01-14,zabieg higieniczy duży,80,5550
4835,2021-01-14,wydanie paszportu,100,5553
4836,2021-01-14,kroplówka witaminowa,50,5554
4837,2021-01-14,chipowanie,60,5555
4838,2021-01-14,zabieg ortopedyczny,200,5556
4839,2021-01-14,badanie krwi,60,5557
4840,2021-01-14,szczepienie,30,5558
4841,2021-01-14,badanie krwi,60,5559
4842,2021-01-14,wydanie paszportu,100,5560
4843,2021-01-14,szczepienie,30,5561
4844,2021-01-14,USG,100,5562
4845,2021-01-14,zabieg higieniczny drobny,50,5563
4846,2021-01-14,testy alergiczne,150,5565
4847,2021-01-14,wydanie paszportu,100,5566
4848,2021-01-14,eutanazja,200,5568
4849,2021-01-14,chipowanie,60,5569
4850,2021-01-14,kontrolna,40,5570
4851,2021-01-14,wydanie paszportu,100,5571
4852,2021-01-14,testy alergiczne,150,5572
4853,2021-01-14,zabieg chirurgii wewnętrznej,300,5573
4854,2021-01-14,operacja pod narkozą,450,5574
4855,2021-01-14,zabieg chirurgiczny drobny,100,5575
4856,2021-01-14,zabieg chirurgiczny drobny,100,5576
4857,2021-01-14,konsultacja chirurgiczna,40,5577
4858,2021-01-14,operacja pod narkozą,450,5578
4859,2021-01-14,zabieg chirurgiczny drobny,100,5579
4860,2021-01-14,zabieg chirurgiczny drobny,100,5580
4861,2021-01-14,operacja w znieczuleniu częściowym,400,5581
4862,2021-01-15,wydanie paszportu,100,5583
4863,2021-01-15,szczepienie,30,5584
4864,2021-01-15,kroplówka witaminowa,50,5586
4865,2021-01-15,wydanie paszportu,100,5587
4866,2021-01-15,badanie krwi,60,5591
4867,2021-01-15,wydanie paszportu,100,5592
4868,2021-01-16,USG,100,5593
4869,2021-01-16,EKG,80,5594
4870,2021-01-16,szczepienie,30,5596
4871,2021-01-17,wydanie paszportu,100,5598
4872,2021-01-17,antykoncepcja,150,5599
4873,2021-01-17,zabieg higieniczny drobny,50,5600
4874,2021-01-17,RTG,80,5601
4875,2021-01-17,Kompleksowy zestaw badań,250,5602
4876,2021-01-18,USG,100,5603
4877,2021-01-18,kontrolna,40,5604
